,Review_Title,Reviews,Rating
3089,Good sound but bad for calling,"• Sound quality perfect• mic very poor quality ,when sending a voice msg its make more noise than our voice also problem while calling",4.0 
3090,Bad. Don't buy.,"If you are buying it for music then it's okay okay... But I'm very much disappointed with the call sound quality it's very poor .... There's no noise cancellation as far as I felt while during call, unable to recognise the voice of speaker.Go for other options..",2.0 
3091,Awesome,Single conclusion .just awesom in every aspects .I loved it.Wroth for money and quality as boat is just awesome.,5.0 
3092,Superb Quality,"Love the Quality and also the sound and bass is perfect and how can I forget about the fitting, its so comfortable in my ear. Genuinely i feel like i m using premium product.",5.0 
3093,One and close his eyes and buy thisone.,I liked Boat airdopes 441 pro too much..I bought on prime day deal so got extra discount profit too..sound quality is awesome..,5.0 
3094,Low earbud battery and poor fit,"The earbuds battery lasts only 20 odd minutes after being fully charged.Fit in ear was not the best for me, compared to some other earbuds that I have tried.Touch feature of MFB is oversensitive and pauses music / ends call with the slightest touch.",2.0 
3095,Best for bass lovers,Bass is very high and sound quality is quite goodNoise cancellation is good but it is not good for calling on the BikeBattery is really goodIn these tws drivers are 6mm but it is equal to 10mm normal earphone drivers,5.0 
3096,Very bad service center not given my product,It is not a good quality . M I replacement my product the company will approx 2 months above not to replace my product to given me it is very bad things to not provide me product this is very bad service to given me,1.0 
3097,"WORST FOR CALLING , YOU CANT RETURNS THIS PRODUCT","Worst product.  Sound quality is average, calling quality is very worst in open space, other person can't even hear you.YOU CANT HEAR YOUR INCOMING CALL AT ALL.IT IS LITTERLY GUU.Worst part is you can't return or replace this product with other one.So don't buy this earphones",1.0 
3098,Fabulous,Everything is outstanding in this price rangeI recommend this one for bass lover,5.0 
3099,Stop working in few months,,1.0 
3100,"In one month, quality degrades.","I bought heatset one month before. It was working good for only one week After that it was empty charge not only earbuds and also box within one day. I bought this for mainly charge. But it's so disaster. If warranty takes place, I will make full stars. Solve my problems.",4.0 
3101,"Zero comfort fit, accessories missing in package","Sound quality is not at all good, neither bass nor treble. Noice cencellation is also poor, touch controls also not quick responsive. Major fact not so comfortable in ear. Nobody can keep them in ear for a long while, it starts to pain all around. Not recomended",1.0 
3102,Gives headache. Waste of Money.,"Just now received this boat Airdopes 441... There is some irritating noise continuously present, especially in my left dopes. It gives me headache. And no return policy. Worst buy! No scope for customer. Money wasted.",1.0 
3103,Worst earbud,This is the worst earbud i bougbt till now the connectivity is poor it sometimes disconnect automatically.Only one earbud funcyion most of the time.Also it catches too much bass,1.0 
3104,Good sound. Aesthetic build. Bad Mic. Hurts after wearing long enough,Good sound quality and noise cancellation. Works for 3-4 hours on charge.However if I wear them long enough it starts hurting. The charging point touches your ear maybe because of that. I don't find the build as comfortable but it sure is sturdy and will not drop while running.,3.0 
3105,Very Good Bass and I bought Nov 2020,Excellent Product THANKS TO AMAZON... IAm Genuine review EXCELLENT BASS AND CHARGING VERY COMFORTABLE FOR EARS1.Good Adjust for ears no problem2.we ride bike also it's very comfortable no problem ....Thanqq,5.0 
3106,NOT a Good experience when it comes about calling feature.,"I liked the sound quality, the handy design. In-ear Fit is also great.But the only part that makes me think about this purchase wasn't worthy is for the calling feature. Most of the time the person on other side is unable to hear me. Also there are breakage in voice being on Call...",3.0 
3107,Wrost Product just wasted my bucks,Waste waste  waste.......After few days its sound stops and now one can't do anything this time.... no option from Amazon nor from boat,1.0 
3108,Issues with calls.sound quality is good,Overall good but poor voice calls connectivity.Battery backup hardly 2hrs.freequently fall from ears if is not fit correctly.,1.0 
3109,V poor performance while utilising for calls,V poor performance while utilising for calls,1.0 
3110,Didn't like the photo on box,"The airpods are good, nice sound quality and better noice cancellation, fits perfectly in my ears but the only problem is that there is Neha Kakkar on the box , I gifted this to my cousin but he rejected it by saying it has neha kakkar's photo so please change the box design otherwise it's a good earphones",4.0 
3111,Don't buy these,After using these airpodes for 2 months the right one stopped working and also there was a sound difference between the two ..the left airpode use to give more sound than the right one ..as a result left airpode use to run out of battery 15-20 mins before right earpode ...so just don't buy these,1.0 
3112,Dashing,"Just  Dashing, awesome audio clarity....  listen  the songs ...  u  can feel  each and every beat...  mostly...the box  is fabulous. Comes with a power bank option as well  of 2000. Value for money.",5.0 
3113,Boat Airdopes is Dope!!,"The overall sound quality of the earbuds is good. But I felt that the bass is lil bit on the lower side, it doesn't mean the bass level is bad, it's just low. Also I felt that they could have improved upon the battery backup of the earbuds. Other than that the earbuds is great for the price paid.",4.0 
3114,Worth every penny if you got it for ₹ 2499/-,Great pair of TWS. Got this one on the Independence Day Sale. So far so good. Highly recommended in this price range. Sound quality is top notch. So does the call quality! :),5.0 
3115,Very poor customer service,Its customer service is very poor. I had an issue with this product so i decided to get it replaced. And i am not able to get it done.I have mailed them several times but didnt received any response from their side. I am really tensed. I am striving really hard to get it done but nothing is happening.😔😔,1.0 
3116,1 month used,Used 1 monthMusic 4.5starGaming 3.5 starCalling 2.5 starBattery backup 5 star(voice cancellation is good but not able to use while using helmet becuse of the touch sensor)I am using boat bran since 2016 (boats first model basshead 225),4.0 
3117,Slipping easily from ears,"Because quality of voice defect , among two piece defence exists one low and the other and biggest thing easily slipping ,so it would be best if the product has an hanging  around the auricle /ear , that is light appreciable ,bass quality differe in both one high and low",2.0 
3118,Bad review,"The product I received had the left earbud defective. Also on charging it got heated. Later I found there are heating issues with this product which haven't been solved yet. Eventually, I returned the product. However in terms of design, sound quality it was pretty good.",3.0 
3119,Not good,Pls don't go for it stop working on the 10 day and today I have to go to service centre. light are not working and headphones are not charging and I buy it for 2000 in sale and if you are taking it for pubg so pls don't go for it there is sound delay  of 1 to 2 sec so don't go for it,1.0 
3120,Average,The sound quality is not what I expected but sill its pretty good. The build of the buds is good and sturdy. The only problem I faced is that it falls off my ear sometimes when I take it for some outdoor activities.,4.0 
3121,Can get other good product for the same price,"These earphones are all i can say is ""okay""These are not much to expectationIf a buyer want some really good quality, then go for a neckband or wired earphones or headphones",3.0 
3122,Okay okay,"Wasn't very happy with this one, keeps popping out of my ear and if i push the earphones in my ears start hurting",3.0 
3123,Not good,"These are not exactly proper battery backup, which is shutting down for 1 to 2 hours.",4.0 
3124,Good sound. Value for money. But the buds may fall off from the ear.,Got two of these. My wife is happy with hers. The only issue i had is that the buds fall off to easily. I absolutely cant think of doing any physical activity like running etc. with these on. The sound quality is good. Probably my ears are big for this 😀,4.0 
3125,Good one to own ...,Good pair  of ear buds . Amazing soung quality  for bass lovers . Best part is that it can be used in mono mode bery usefull for calls . The mic is ok if you in office or home . But in public places are in bus . You need to  loud for the other person to hear you . But for thials price range its a go ahead product  ...,4.0 
3126,Worst product,Poorest quality . Both earbud never synch with each other at a time. Never ever seen such type of product.  Plz don't go for this product even if u get in discount also.,1.0 
3127,Good one,It's been more than two months. I am liking it as it meets my needs. I would have been more happier if the airdopes could fit more better and prevent from falling off so frequently.,4.0 
3128,Superb product 👍,Good quality product 👍 long lasting battery life.....perfect bass. Overall great purchase.,5.0 
3129,Amazing Sound quality and look,,5.0 
3130,Good product,"Product is very good i am writing this review after using 15 days full value of money nice buy, sounds quality super battery good bass quality also good i have only 1 issue with this product is after long time using my ears get some pain otherwise product is very nice product cost 2499/- but i get it just 1750/- with festive scheme",4.0 
3131,It’s good for its price,It’s good for the price. There is a bit of desync when listening to audio and I can’t seem to make the earphone sit right in my ear but there are different sized rubbers for your ear so it’s fine. The case is quite big but it doubles as a power bank so that’s also good.,4.0 
3132,Good headphones with jumbo backup,"One thing i like most about this headphone is battery backup case of150h. The case charge lasts for me more than weekSound quality though is not that great having 7mm driverBass is low, noise cancellation is good",4.0 
3133,Value for money,"Calling quality is awesome, mic is very good. Sound bass is best. Just received today, so cant claim about battery backup. Comfort wise best. No pain. Looks premium. I ordered sporty blue colour, looking best.  I tested for mic and it gave me awesome result.",5.0 
3134,Excellent,Looking Very Sexy 😍Awsm productBass is great 👌Sound quality niceBluetooth working very fastBattery is also good enough 👍Without any hesitation you go for it✌️,5.0 
3135,size can be reduced,It is  too large to fit in my ears I have already used 255 it works better than this product andwill in call the other person is not able to listen my voiceas the mic is in my ear it is receiving very low and other person can not hear your voice loud,3.0 
3136,awesome product,Really awesome product feom boat and nice delivery feom amazon.. go for it guys.. connection is good.. sound quality is good.. its a no doubt product.. works better at 50-70%volume.. noise cancelation and bass above that is little unclear.. other than that it's gets full marks,4.0 
3137,For Bass Heads!!!,This is for bass heads. The bass this thing produces is amazing for people who love bass.,5.0 
3138,Crakling noise in both earbuds,"Please dont buy this. I am facing issue of crakling noise in both earbuds, when u pause music and listen carefully you can hear crakling noise .... I have replaced item 2 times still am getting same issue... service of amazon is good..",2.0 
3139,2499 Price is Best if you need to Buy it Else 3499 is way high for this product,Few Issues Regarding Whatsapp Call and Duo.Connection problem Occurs On internet based Calls. It automatically switches to Phone Speaker. Overall Build quality may have become more better.,4.0 
3140,Zero value for money,"*microphone of left eardope is not working, *sound quality is too low, even 50rs earphones have better sound quality than this boat airdopes.*could not hear other person voice*connection breaks within few metersInshort, it has no other use than listening to music kepping your phone aside.",1.0 
3141,Dont buy this product its not working its just3-4months I. Using it and now it's not working at allt,,1.0 
3142,A little hard to use and maintain,The media could not be loaded.,3.0 
3143,Decent earphones - but a bit annoying, Bad product its not working don't buy it and waste your money on it,3.0 
3144,Good product,"Sound quality is good and bass quality is good but it is too sensitive , while lying down even small touch of pillow can switch it off and lighting system in both works differently and it confuses",4.0 
3145,Sound quality is very good !!! Battery 🔋 Also good,The sound is good and it’s good value for money. The only problem is that the touch controls are very annoying due to accidental touches.,2.0 
3146,Charging issue.!!!!,Nice productLoses connection for a second many timesCall quality average..Nice thing is it’s cute and handy..,1.0 
3147,Good product,"It's not 🚫 fit for someone who have small ear ... And it's very pain full for small ear people ...then , sound quality is really good , more than enough !! The capacitive touch control is very sensitive so that is sometimes if we unknowingly touched it , it will be cancel ❌ , ( especially when we are using for call purpose !! ) .....",4.0 
3148,Either the product is poor or i have received a fake!,The worst thing you could buy.Sound and all is ok.But the charging sucks.Sometimes it gets charged sometimes it won't.Sometimes it will show fully charged and it will say battery low in 1 minutes....!,1.0 
3149,Must buy guys...trust me..,"This is a very good product. I bought it for my marathon office meeting on zoom. Somehow it failed because sound quality was not good for personal listening to me on the other side. So, I opted for return. I like the touch machanism, it is very sensitive.",5.0 
3150,Authentic Retailer and original product,"Boat delivers the best airdope in 2500/-, don''t use while driving, if you plug in both ear then cant hear any audio from out side.cons:- ear pains if you use for more than one hour.",5.0 
3151,Worthy,"If u like to listen old musics then it may be not for u ...coz its terrible is bit low.. if you are riding a bike then ur voice may not be audible to the other person during phone calls.. used it for 1 year , no problem till now . Battery life is also good",4.0 
3152,The quality of TWS are superb in every aspect. Go for it.,Sound quality is bestNoice cancellation is good but best among other brandsThe range of TWS are also good 15 m approximately they run good then after it quite faded sound comes. Its best anyone who wants to buy TWS just go for it in this range.,5.0 
3153,"Good, but wireless connectivity is a pain sometimes","Sound quality, looks, casing, fit - all great...But the weirdest part is that sometimes there's a slight loss of connectivity of when I keep the phone in my pocket and keep walking.This is irritating to say the least.P.S. Connectivity when the phone is outside is good.",2.0 
3154,Loved it.,,5.0 
3155,Faulty product,The media could not be loaded.,3.0 
3156,Microphone not powerfull," Blindly one can buy. Got it for 2499/-Thanq Amazon, thanq boat.",4.0 
3157,Airdopes should be replaced with a new pair. .,The airdopes are without a doubt...so good...Mine stopped working after 12 days... I used only one airdopes but all of a sudden both stop working out of nowhere... I raised a compliant on boat website... It got replaced... It's been few days it's working Okay...,2.0 
3158,Don't Purchase Online,"Sound quality is good but microphone quality is not good. But if you are buying it for calls and meetings then it is worthless as other person won't be able to hear your voice clearly. For music and video purpose, it is awesome. It would be better if mic was powerful.",4.0 
3159,"Better one under Rs 2,500.",I complained about 6 weeks back that one of the Boat Airdopes is not charging at all. I seent it back and it returned (after repair). The same right piece is not charging again. The problem is persistent.,4.0 
3160,Good,"Actually, this product was good but it's not fit for who have the smaller earholes. That's why I was returned this item.",4.0 
3161,Nice Product,"Nice product, good noise cancellation, good bass quality.Good product !",4.0 
3162,"Worth for the price ,great product by boat.","After used approx. 20 days. I didn't get any issue. By the way,great experience.Sound quality is perfect.Fitting is perfect.Battery life is perfect.On calls it works perfectly.I bought it 1999rs only.",5.0 
3163,Decent,"It is good at the price range. There are some flaws like it connects sometimes even the buds are in tha case and while in the call the mic is very poor. The other person cannot hear even we talk somewhat slow. Other than that, the built quality and sound quality  is good and the bass is good.",3.0 
3164,Not for Voice Calling,i purchased this after reading reviews but unfortunately these earpods are not for Voice Calling.person from other side wont hear anything while you are walking.Disappointed with this drawback,2.0 
3165,Go Ahead and Buy,Top class Earphones. Buy without any hesitation. Its too good. Sound quality is perfect.,5.0 
3166,Poor product,,1.0 
3167,Sound is not working,The media could not be loaded.,1.0 
3168,Not good for calling...," I have been using this product of the boat for about 5 months, this product is absolutely useless,touch sensor are also rubbish type,have studied it comparatively to other products like this. Its sound is very suppressed. Absolutely useless by the price.",3.0 
3169,Hurts ears,"Bought in December 2020, it's not even completed 2months sound is not working. I tried in different devices even though sounds are not working",3.0 
3170,Worst product,"Sound quality is below average, latency is more than 700 ms, no bass, no noise cancellation, ear gets irritated after couple of minutes. Worst product!",1.0 
3171,Just go for it.,"The product is quite good for normal usage. The most important thing is its battery backup,it's superb. Charging time from 0-100% is around 1hour. And full battery backup along with the buds and case is around 30 hours.",5.0 
3172,Not Good for calling,"After using a month1-Sound quality is good but you can not wear it till 1 hour , you will feel pain in ears after some time.2- Calling quality is very bad you have to speak louder every time you can not talk normal or slowly with this TWS3-battery backup is good",1.0 
3173,"Good Sound Quality,Noise Cancellation ,but has some issues","I really liked the the sound quality of this one,but I have some issues with it such as the earbuds are not turned off even after I put them in the case and sometimes the right bud doesn't work properly,Other than that it is one of the best in the segment",4.0 
3174,Review after one year of extensive usage,Review after one year: The sound of the earphones is not as loud as I expected. The battery life of the ear buds has been really pathetic there is 80 percent charge on one ear bud while the other one drains out overall the ear buds are not reliable at all,1.0 
3175,good audio quality but CTC not working,"touch controls not working and replacement hasn't been started from boat's end yet. will update the review if I actually do get a working replacement.Sound quality is good but ctc did not work even in the replacement, it's just not sensitive enough.",1.0 
3176,Don't buy. Big No,Very bad product 1 side of ear pod is not working and company did not reply for email also. Given 1 star otherwise review would not list,1.0 
3177,Not good for calls,"The dopes are great for a music lover, however not so much for somebody who's working from home and has to be on Teams or Zoom meetings. The mic is not great at all.",3.0 
3178,Boat Really Dope,BoAt Airdpes and real dope you can buy the it's good for when you're working out and there is a picture that I've uploaded I'm a fashion photographer and those both pictures clicked by me ( Mohd Shahrukh Siddiqui ),3.0 
3179,Do not buy this product,"Please do not invest on these pair of earbuds they r the worst the sound quality was bad,when I pause my music there is a wierd noise coming out of it,I used these pair for 15 days and the left earbud stopped working when i play it at full vol I could hear the left side at vol 10.It was my worst investment on a earphone",1.0 
3180,Never buy this,"i will never suggest to buy anyone because when you talk to someone over the phone, listener not able to listen, i had taken 2 month back this product, left wireless pods not working so lots of issue in this headphone.  i would suggest don't waste your money on this.",1.0 
3181,Don't buy it,The worst of all the products launched by boat. Plus with the increase in sale the customer care and service after the sale has gone down a lot.My review don't buy anything from boat. These are not bass heads.. these are only loud and put noise in your ears..,1.0 
3182,Its seems not to fit in my ears with earflags,The product quality was good.but it seems not fit in my ears.. Noise cancellation was nice.and it think one ear bud can give nice experience.. Im using earbuds without its ear flags..,3.0 
3183,Best for bass lovers,"Sound quality is good with heavy bass but noise cancellation is non existent while calling in out door and I really don’t think the case battery is 2600 mAh because earphones lasted only for 20 hours with charging case and I had charged it fully before testing, specs-bait",3.0 
3184,Waste of money,Its not working properlyBluetooth turnoff automaticallyIt discount automaticallyMic is poorI was buy in big billion baysAmazon was given half and product was half manufactured productsDon't buy in big billion dayThey selling damaged peices,1.0 
3185,One earbud not working after one two month,"Sound & bass quality is good but facing issue with one earbud after two months of use. No led indication after removed from case even it is full charged. Registered complain with BOAT, waiting for this issue to get resolve",2.0 
3186,I bought it at high price,Now it is selling at less than 2000 and I bought it at 2499/- but overall a decent sound quality product.,4.0 
3187,very low sound,"Suddenly after 1 month of use, sound drastically reduced.  Now at full volume, it sounds like someone is speaking at the background.  If you start concentrating on such low sound, your ear would hurt. Very disappointed.  Not expected this from a Boat product.",2.0 
3188,good and crisp sound,i dont know much how to judge sound quality but its durable and sounds good to me.,5.0 
3189,Nice quality 1 week battery capacity,,5.0 
3190,Not for calls,Microphone quality is very poor cannot be used for calls at all.,1.0 
3191,not up to mark,One bud is not working properly and it has very low sound so I returned the productMy friend has same product but it's quality is good so plz check and buy,3.0 
3192,Not working noise cancellation,There is no noise cancellation.  There is a big issue in calling soo much  othere side they hear lots of noise and loud alot more and I wana return it but there is no return policy there is just replace policy,3.0 
3193,"Good buds, go for it",Sound is goodBass is okNoice cancellation is goodGot extra different size budsOnly thing is charging case is bit big n bulky because of its 2600 mah capacity,4.0 
3194,Good product,Using this product since past 5 monthsVery quick delivery by AmazonGood product by boatYou can use it for 2-3 hrs per chargeMicrophone is not goodBass quality-9/10Battery-5/10Value for money-7/10Noice cancellation-9/10Charging is fast,4.0 
3195,Made in China,"Made in China product, quality is not that good. Frequent connection issues - disconnecting frequently while it's on and sometimes not getting disconnected on putting in the box.",2.0 
3196,Definitely buy it,Sound is pretty good... WhatsApp audios might be distorted occasionally... serves it's purpose... customer service is really good... trust boAt... no the light doesn't shine all the time only when it's in the charging pod or if you're handling it manually,5.0 
3197,Best under this price range,"Sound quality is fantastic, and the build material is also good. Gives a really long battery backup. More than 5hrs in earbuds. And 30+ hours in the case. Bass is also good. I would recommend to anyone buying earbuds.",5.0 
3198,Airdopes 441 pro are truely amazing❤,,5.0 
3199,Don't buy for phone call,The media could not be loaded.,1.0 
3200,Very good product,Actually product is very good.. But it have a common problem that reset...kv kv aawaz nhi aayega to finger se teen baar press kr reset krna pdega... To excellent work krne lagega... Baki sab okay h.. But jise ye function pata n hoga wo sochega bekaar h..,4.0 
3201,Very bad quality,Pehli baar just ye product kharida to usme se right wale earbud me se unwanted noice aa rahi thi..mene replace karvaya.. new product aaya usme bhi same problem hai.. kya karu me ab iska.. i want my money back.. please contact me.  any how i need solution,1.0 
3202,Disgrace product from boat,If you not to buy a good tws under 2 thousand then I suggest you to buy boat 381 from flipkart ........,1.0 
3203,not happy,there's no sound even after linking to the bluetooth is it a defective piece recvd,3.0 
3204,Worst purchase ever offline or online. Waste of money and time. Ruined diwali gift,"Worst purchase ever offline or online. Waste of money and time. Ruined diwali gift.Received and checked left side bud was not working. Now, amazon is simply denying to replace or return.I suggest never use this portal to purchase electronic item. Flipkart is more convenient option.",1.0 
3205,It didn't perormed.,Don't go for this product.  This is rubbish.  One of the eardope (left) stopped working for me after two months from the date of delivery.  Didn't expected this.,1.0 
3206,Overall a good buy. But boat should work on the thoughness.,"It's nearly a perfect product. The only drawback that came after using it for 4 months is that after falling, my left bud's battery became low. Now it last bearly an hour. Boat should work on the thoughness of product.But if you are a caretaker, it's a steal",4.0 
3207,Stunning!,Great for music during a gym workout! Mine let me concentrate so well that I saved half an hour during my workout session.,5.0 
3208,Good bass but poor noise cancellation,"Pros- better bass, sturdy built quality, long battery life .Cons- poor mic quality.. needs a calm surrounding otherwise sound goes very poor on the other end",3.0 
3209,It works well for a year if you are lucky,"The product was really good when i first started using it, after 7 to 8 months the battery life started to decrease. Now the right side will work for an hour tops and then it would power off.So not that recommended.",3.0 
3210,Poor Bluetooth Connectivity,"I would give honest feedback- Most Imp, poor bluetooth connectivity. You’ve to try 2-3 times to connect- Good sound quality- Good Bass- No issue in charging",3.0 
3211,Nice product,"I have been using this Airdrops about year now.it fit perfectly and don't feel like you wear it.Sound quality is also good battery like if quite good, i daily use them all day long.good purchase happy with product",5.0 
3212,Not a good product,"Writing this review after 6 months of use, the left airpods is now playing at extremely low volume. Would not recommend this product at such high cost.",1.0 
3213,Really bad!!!!,The earbud stopped working I raised the complain twice once it got exchanged with the wrong product then requested for replacement and the product that was delivered is defective.... trying to connect with the customer care but not getting proper response or results... I request Amazon to kindly solve this issue.,1.0 
3214,Review of boat airpods 441 pro,"It is good to listen music and other audio. But if you want to make a phone call then it disappoint you, because when you speak your voice will go very slow to your other end partner. And sometimes voice will break even you have good network.",3.0 
3215,Don't buy it just because it looks good and shows orignal price 6000,"See it's a genuine review...so earphones are quite good but not up to the mark , firstly bass is not as good as quoted in tagline,it doesn't have active noise cancellation neither passive and sound quality is also not that impressive for 2.7k...i would have been really happy if this was somewhat near 1k 😂",3.0 
3216,Buy it without any hesitation.👍,"You cannot ask for anything more from this brilliant TWS at this price range .Sound quality is great .Highs are very good , lows could have been a little better .Bass is powerfull and noise cancellation too is verr good. it's fitting is also very well.fully satisfied.4 out of 5 stars.",4.0 
3217,Worth buying,"A good buy, decent 4 hr life at full battery, case charge it for around 5-6 times, and ok ok grip in ear.Sometimes left earplug disconnects automatically, reconnect only after restarting.",5.0 
3218,Connection issues.,There are massive connectivity issues with the airdopes. Many times only one of the airdopes connects and it goes in the mono mode. Tried factory reset and all other options. It doesnt work. Pathetic product. Avoid buying it even if given at low price.,1.0 
3219,Value for money,Product is good and worth for that price. I am using this since August 2020 and it has been 5-6 months and there is no defect observed.The only problem I faced is sometimes mic doesn't work. May be that is because of connectivity problem with my mobile or laptop.,4.0 
3220,Best at this price range,Finally got better...i have tried more brand at this price range but this is better..and ambrane beatsdeo is also good one...its better than airdopes 281.,5.0 
3221,DO NOT BUY IT,DO NOT BUY IT....I Would not give even 1 star rating for it Poor quality eardopes from Boat....it worked fine for 1 months....later right earbud stopped working completely....don't know how to get repaired it....can Amazon help....,1.0 
3222,Problem facing during call.. sound get distorted,During call sound get distorted like network problem but its always fine without TWS. Plz look into it. Els its the best for entertainment.,3.0 
3223,sound issue,"getting issue with media sound..not getting sound from youtube or downloaded mp3, video..only call sound i can heare..",4.0 
3224,Consistency in creating mediocre products.,"I would like to express my sincerest disappointment with the Indian brand Boat for sending me two really mediocre quality products which did not work. As you can see for yourself the right airdope does not work.Apparently I ordered the replacement which adhered to the quality of ""not working"". This consistency is commendable.  Bravo.",1.0 
3225,"An average product, I am not satisfied by it.","This product is not so good as per reviews. I had read them and purchase this. But this products sound quality is an average okay,  After some time the Bluetooth hurt ears, and fill uncomfortable. So I had return  it, but they gave me replacement. No refund policy.",2.0 
3226,Overall performance is good.,"The only thing lacking is one airpodes light is not working well, even after replacing the item. It is same. And it took some time to connect (for 1 airpode only). So be patient with it.",4.0 
3227,Average product,"Though it is an Indian company, it is made in China product. Quality is ok, not so great.Microphone is almost of no use.",3.0 
3228,Best quality design battery back up connectivity all in 1.best one.,"Best color, connectivity, operations, sturdy, back up, quality. M using these for while checking my CORONA opd being Doctor, best result. My warrior instrument against CORONA.MUSIC QUALITY D BEST.HIGHLY recommend 👌",5.0 
3229,Latency problem in gaming,This is very much good product.especially the charging case no need to charge long days very high capacity charging case.The base is very good we all know boat is created for the bass .But the biggest drawback on this product is only one that is latency .The latency is not for all only gaming.,4.0 
3230,Call issue || Voice is not audiable || No return policy,"Not suggesting for call, you can buy it to use for music purposes.Call issue- Voice is not audiable to other side, voice is breaking continuously.No return policy is making this product worthless.",1.0 
3231,Great for bass lovers 👍🏻👍🏻👍🏻👍🏻❤️,"After searching for too many TWS finally I bought these n I'm fully satisfied with this purchase.. sound quality is great👍🏻✌🏻, decent battery life,so punchy bass,, Don't fall for negative reviews..I have ordered 2more for my brother n friend..THE ONLY REGRET IS ITS MADE IN CHINA 🙁🙁🙁",4.0 
3232,Good buy,The casing is little boxy but still okay to carry around .touching takes time to get connected. Pairing is okay.Sound quality is good enough .Battery is very good.,4.0 
3233,Disconnect problem,"Worst product of my life, when i use boat airdropes 441 during call, its keep disconnecting again and again, i changed it once from service center within 1 month of buying but the issue is same, i am using mi note 10. If anyone have some solution then please share",1.0 
3234,Bad quality and money waste,Im really disappointed as the sound quality is very bad. I thought i got damaged product and replaced it again bt still the sound was same. Now this product cant be returned also...my money has been wasted.I bought this after seeing the reviews bt i no more trust the reviews.,1.0 
3235,Not suitable for calls,If you want to use it for music or video it is very good...but for calls I'll its worst. Too much noise for other person they will never get wt you said. Very bad experience.,1.0 
3236,Call function is not working,"It's bad call function stops working, firstly I thought there is something to do with my phone but it's not working with other phones too same issue while connecting for a meeting over laptop. I am not able to hear anything from this or 8f m speaking it's not heard from other side.",1.0 
3237,Bad After sales service,The product of Boat is too good but Total disappointed with after sales service. My 3 headphones are off and they didn't reply for the proper service for boat rockerz 255R and even these headphones goes off in just 2 months too early for sound damage no after sales service,4.0 
3238,boAt airdopes 411,"Best airdopes under 2000 ,super bass and clear sound I am excited. normal noise cancellation when call.",5.0 
3239,Bass kills the effect of over all sound arrangement of the song.,"I find too much of Bass kills the sound of other instruments..... People who litsens to EDM, HIP-HOP can opt for this.People who likes all three components of aound should look for other options..This earbuds are for Bass Lovers only...",3.0 
3240,Not satisfied this product,Sound and bass quality is goodBut not proper working this airdopes many times issue in this airdopesExample one side is connected and 2nd side not connectedTouch connectivity is not proper workingNot buy this product,2.0 
3241,Nice airdopes,Awesome product delivered by Amazon and Boat. Nice sound quality with battery backup.  Comfortable in ear with reasonable price 2499 rs. But your ears will start hurting. If you continuously use more than 2 hours.,5.0 
3242,Love the product,Love it the bass is awesome supports iPhone 11 very very well. U should defined buy this product,5.0 
3243,Excellent,"Cute looking. Perfect for girls. Excellent sound quality, noise cancellation and bass quality during a phone call, listening to music or watching movie. Thank you. I wish someday will get the masaba collection at this price range.",4.0 
3244,Should you buy this,"The product is great and the bass is superb but if your buying this for gaming or calling then it's not a good choice, because it's mic is not that much good, and after sometime you will won't get satisfied but if your buying for listening music then it's best...",4.0 
3245,Don't Buy it,"I bought it on 28th March and on 11th April , right side of the ear pod is not working.By this you might have come to know about the quality of Boat products now , just within 14 days it stoped working.Pls Never buy it....",1.0 
3246,Terrible Noise Cancellation,Noise cancellation is terrible. It makes it really difficult to talk on phone. For music its fine. Battery backup is 3-4Hrs.,2.0 
3247,Overall good except for longer use.,"Sound quality is quite good within this budget with base and all. Design is quite fancy. But, I felt somewhat it's not for longer use bcz of the longer use you would feel some discomfort.",4.0 
3248,Left earbuds have lower volume,Bass quality is nice. But it hasn't been 5 months and the left earbuds have lower volume than the right one. I haven't dropped them or anything but still made the factory reset but still no improvement. I tried contacting boats for help but no response from them.,1.0 
3249,"Less Base, good sound",You may feel pain if you are keeping it for a long time. Base is low. Good budget airdopes. Noise cancellation is good. Bit difficult to use. Options are good.,4.0 
3250,Its really worth to own it .. go for it !!!!,Superb quality airdrop and easy to fit into ears.BoAt provides extra pair of ear buds so we can change according to ear designs.Go for it without looking at anyother brands !!!,4.0 
3251,Worth more than I paid,"Very good product... Go for it... However for calling purposes it would have been better if it allowed 2 bluetooth connections.. Anyway, a very nive product with a very nice sound quality...",5.0 
3252,Not at all suggeated,It's been near about 6 months I am using this and it has already started issue with its battery. It does not support more than 2hrs in one go.,3.0 
3253,Please Don't Buy!!!,,1.0 
3254,Charging place will be bad after some time and coustomer service is also not good,The media could not be loaded.,1.0 
3255,Very impressive quality BUT..., Please don't buy this 441 tws airdopes.My left side ear piece has stopped working.I am not even able to factory reset that left side earpiece.Also now it has stopped pairing with any mobile.It not even charging when kept inside box.,4.0 
3256,Good product,Please dont buy this this product not gives good coustomer service and if you have lost billing so its impossible to claim warranty please for my suggetion dont buy it and amazon not even leeting see coustomers my review also bad charging issue after some time charging place will not insert charging ploug it too bad,3.0 
3257,Below average,"Overall this is a good deal for mid range earphone . Sound is truly awesome and the noise cancellation is little bit a extra dull feature but I rather don't mind it. It just have one issue , it have little connectivity problem with laptops but it occurs sometimes only so not need to worry about it .",1.0 
